ILMID	Multimap	SNPatCpGorExtensionBase	Liftover_fail
cg15247093	1	NA	NA
cg15247483	NA	1	NA
cg15247625	NA	1	NA
cg15248972	NA	1	NA
cg15249211	NA	1	NA
cg15249911	1	NA	NA
cg15249961	1	NA	NA
cg15250633	NA	1	NA
cg15251140	1	1	NA
cg15251385	1	NA	NA
cg15253816	1	NA	NA
cg15253861	NA	1	NA
cg15255329	1	NA	NA
cg15255537	1	NA	NA
cg15257539	1	NA	NA
cg15257783	1	NA	NA
cg15258521	NA	1	NA
cg15260248	NA	1	NA
cg15261270	1	NA	NA
cg15261462	NA	1	NA
cg15263682	1	NA	NA
cg15263875	1	NA	NA
cg15266021	1	NA	NA
cg15267112	1	NA	NA
cg15267532	1	NA	NA
cg15268200	NA	1	NA
cg15268826	1	NA	NA
cg15268920	NA	1	NA
cg15269194	NA	1	NA
cg15269721	1	NA	NA
cg15270235	1	NA	NA
cg15270561	NA	1	NA
cg15271029	1	NA	NA
cg15271132	1	NA	NA
cg15271813	1	NA	NA
cg15272312	1	NA	NA
cg15274202	NA	1	NA
cg15275309	1	NA	NA
cg15275312	1	NA	NA
cg15275758	1	NA	NA
cg15276331	1	NA	NA
cg15276477	NA	1	NA
cg15276956	1	NA	NA
cg15277213	1	NA	NA
cg15278957	1	NA	NA
cg15279413	1	NA	NA
cg15279541	1	NA	NA
cg15279766	1	NA	NA
cg15281032	1	NA	NA
cg15285286	1	NA	NA
cg15289658	1	NA	NA
cg15289833	1	NA	NA
cg15290081	1	NA	NA
cg15290312	NA	1	NA
cg15290848	1	NA	NA
cg15291308	1	NA	NA
cg15291476	1	NA	NA
cg15292356	NA	1	NA
cg15292688	1	NA	NA
cg15293759	1	NA	NA
cg15294150	NA	1	NA
cg15295200	NA	1	NA
cg15295597	1	NA	NA
cg15296535	1	NA	NA
cg15296538	1	NA	NA
cg15296766	1	NA	NA
cg15297235	1	NA	NA
cg15298173	NA	1	NA
cg15299057	1	NA	NA
cg15302376	NA	1	NA
cg15303841	1	NA	NA
cg15305112	NA	1	NA
cg15305980	1	NA	NA
cg15309053	1	NA	NA
cg15309232	1	NA	NA
cg15310513	1	NA	NA
cg15312192	1	NA	NA
cg15312203	1	NA	NA
cg15312497	1	NA	NA
cg15313325	1	NA	NA
cg15313459	NA	1	NA
cg15313859	1	NA	NA
cg15315773	NA	1	NA
cg15317173	NA	1	NA
cg15317356	1	NA	NA
cg15319412	1	NA	NA
cg15320148	NA	1	NA
cg15320948	1	NA	NA
cg15321244	1	1	NA
cg15323066	1	NA	NA
cg15323121	1	NA	NA
cg15323626	1	NA	NA
cg15324580	1	NA	NA
cg15327726	1	NA	NA
cg15328328	NA	1	NA
cg15329467	NA	1	NA
cg15329483	1	NA	NA
cg15329552	NA	1	NA
cg15330178	1	NA	NA
cg15330419	1	NA	NA
cg15330654	NA	1	NA
cg15331301	1	NA	NA
cg15332812	1	NA	NA
cg15333674	1	NA	NA
cg15335860	1	NA	NA
cg15336778	NA	1	NA
cg15337017	1	NA	NA
cg15337281	1	NA	NA
cg15338917	1	NA	NA
cg15339616	NA	1	NA
cg15340334	1	NA	NA
cg15340640	1	NA	NA
cg15340709	1	NA	NA
cg15344028	NA	1	NA
cg15345847	1	NA	NA
cg15346242	1	NA	NA
cg15347484	1	NA	NA
cg15347496	NA	1	NA
cg15347924	1	NA	NA
cg15349304	1	NA	NA
cg15351061	1	1	NA
cg15351697	1	NA	NA
cg15352683	NA	1	NA
cg15355680	1	NA	NA
cg15355967	NA	1	NA
cg15358035	1	NA	NA
cg15358235	1	NA	NA
cg15358633	1	NA	NA
cg15359093	NA	1	NA
cg15359142	1	NA	NA
cg15360378	1	NA	NA
cg15360451	NA	1	NA
cg15360468	1	NA	NA
cg15361626	1	1	NA
cg15362336	1	NA	NA
cg15363158	1	NA	NA
cg15365500	NA	1	NA
cg15367150	NA	1	NA
cg15367592	1	1	NA
cg15368868	1	NA	NA
cg15369419	1	NA	NA
cg15371815	NA	1	NA
cg15372009	1	NA	NA
cg15373403	1	NA	NA
cg15373590	1	NA	NA
cg15374582	1	NA	NA
cg15375321	NA	1	NA
cg15375704	1	NA	NA
cg15375772	NA	1	NA
cg15376677	1	NA	NA
cg15377009	NA	1	NA
cg15377152	NA	1	NA
cg15377733	NA	1	NA
cg15378913	1	NA	NA
cg15379511	1	NA	NA
cg15380715	1	NA	NA
cg15381080	1	NA	NA
cg15382564	NA	1	NA
cg15382743	1	NA	NA
cg15383141	NA	1	NA
cg15383811	1	NA	NA
cg15384301	1	NA	NA
cg15385397	1	NA	NA
cg15385589	1	1	NA
cg15386372	1	NA	NA
cg15386877	1	NA	NA
cg15387278	1	NA	NA
cg15387567	NA	1	NA
cg15388264	1	NA	NA
cg15388641	1	NA	NA
cg15388766	NA	1	NA
cg15388900	1	NA	NA
cg15389519	1	NA	NA
cg15389546	1	NA	NA
cg15391307	1	NA	NA
cg15391794	NA	1	NA
cg15392147	1	1	NA
cg15392988	1	NA	NA
cg15393936	NA	1	NA
cg15394630	1	NA	NA
cg15395345	1	NA	NA
cg15396462	1	NA	NA
cg15396686	1	NA	NA
cg15396734	1	NA	NA
cg15397231	1	NA	NA
cg15397416	1	NA	NA
cg15398272	1	NA	NA
cg15398488	NA	1	NA
cg15399926	NA	1	NA
cg15400401	NA	1	NA
cg15400593	1	NA	NA
cg15400766	1	NA	NA
cg15401058	1	NA	NA
cg15401067	1	NA	NA
cg15401477	1	NA	NA
cg15401523	1	NA	NA
cg15401620	1	NA	NA
cg15403616	1	NA	NA
cg15404043	1	NA	NA
cg15404276	1	NA	NA
cg15404665	NA	1	NA
cg15405153	1	NA	NA
cg15405588	NA	1	NA
cg15406319	NA	1	NA
cg15407528	1	NA	NA
cg15408512	1	NA	NA
cg15409237	NA	1	NA
cg15409616	1	NA	NA
cg15411736	NA	1	NA
cg15412228	1	NA	NA
cg15412250	1	NA	NA
cg15413793	1	NA	NA
cg15414034	NA	1	NA
cg15414982	1	NA	NA
cg15415545	1	NA	NA
cg15417498	NA	1	NA
cg15418297	1	NA	NA
cg15419294	NA	1	NA
cg15420615	1	NA	NA
cg15421137	NA	1	NA
cg15421324	1	NA	NA
cg15422439	1	NA	NA
cg15423092	1	NA	NA
cg15423197	1	NA	NA
cg15423797	1	NA	NA
cg15424856	1	NA	NA
cg15424882	NA	1	NA
cg15425276	NA	1	NA
cg15426604	1	NA	NA
cg15426815	NA	1	NA
cg15427793	1	1	NA
cg15428154	1	NA	NA
cg15428436	1	NA	NA
cg15428835	1	NA	NA
cg15431137	NA	1	NA
cg15431336	1	NA	NA
cg15432135	1	NA	NA
cg15435391	1	NA	NA
cg15435485	1	NA	NA
cg15435765	NA	1	NA
cg15435932	NA	1	NA
cg15436451	1	NA	NA
cg15436955	NA	1	NA
cg15437676	1	NA	NA
cg15437692	1	NA	NA
cg15437748	1	NA	NA
cg15439326	1	NA	NA
cg15441831	NA	1	NA
cg15441864	1	NA	NA
cg15442058	NA	1	NA
cg15442155	1	NA	NA
cg15442166	1	NA	NA
cg15442268	1	NA	NA
cg15443069	1	NA	NA
cg15444472	NA	1	NA
cg15446392	1	NA	NA
cg15446613	1	NA	NA
cg15448245	1	NA	NA
cg15448372	NA	1	NA
cg15449560	1	NA	NA
cg15450525	1	NA	NA
cg15451735	1	NA	NA
cg15453204	1	NA	NA
cg15454811	NA	1	NA
cg15455084	NA	1	NA
cg15455979	1	NA	NA
cg15457276	NA	1	NA
cg15458055	1	NA	NA
cg15458741	1	NA	NA
cg15458892	1	NA	NA
cg15459605	1	NA	NA
cg15459822	NA	1	NA
cg15460035	NA	1	NA
cg15460135	NA	1	NA
cg15460387	1	NA	NA
cg15460454	1	NA	NA
cg15461550	1	NA	NA
cg15461748	1	NA	NA
cg15462221	1	NA	NA
cg15462332	1	NA	NA
cg15463135	NA	1	NA
cg15463404	NA	1	NA
cg15463628	1	NA	NA
cg15463964	1	NA	NA
cg15464485	NA	1	NA
cg15464645	1	NA	NA
cg15465107	1	NA	NA
cg15465367	1	NA	NA
cg15465535	1	NA	NA
cg15465581	1	NA	NA
cg15466016	1	NA	NA
cg15466030	1	NA	NA
cg15468746	NA	1	NA
cg15469184	1	NA	NA
cg15471661	1	NA	NA
cg15471856	1	NA	NA
cg15472282	1	NA	NA
cg15472739	1	NA	NA
cg15473155	NA	1	NA
cg15473329	NA	1	NA
cg15473395	1	NA	NA
cg15473481	NA	1	NA
cg15474831	NA	1	NA
cg15474859	1	NA	NA
cg15475080	NA	1	NA
cg15475427	1	NA	NA
cg15475977	1	NA	NA
cg15476396	NA	1	NA
cg15477097	1	NA	NA
cg15477139	1	NA	NA
cg15478157	1	NA	NA
cg15479572	1	NA	NA
cg15480962	1	NA	NA
cg15481189	1	NA	NA
cg15481565	1	NA	NA
cg15481819	1	NA	NA
cg15481850	1	NA	NA
cg15482082	1	NA	NA
cg15482861	1	NA	NA
cg15483228	1	NA	NA
cg15484375	1	NA	NA
cg15485670	NA	1	NA
cg15486124	1	NA	NA
cg15486184	1	NA	NA
cg15486846	1	1	NA
cg15488457	NA	1	NA
cg15488636	1	NA	NA
cg15488660	1	NA	NA
cg15488963	NA	1	NA
cg15491047	1	NA	NA
cg15491911	1	NA	NA
cg15491967	1	NA	NA
cg15493018	1	NA	NA
cg15494379	1	NA	NA
cg15494556	1	NA	NA
cg15495372	NA	1	NA
cg15495741	1	NA	NA
cg15497048	1	NA	NA
cg15498348	NA	1	NA
cg15498409	1	NA	NA
cg15498563	1	NA	NA
cg15501219	1	NA	NA
cg15501526	1	NA	NA
cg15501674	1	NA	NA
cg15503862	1	NA	NA
cg15504104	1	NA	NA
cg15505700	NA	1	NA
cg15505998	1	NA	NA
cg15506126	1	NA	NA
cg15506192	NA	1	NA
cg15507719	NA	1	NA
cg15510118	1	NA	NA
cg15513156	1	NA	NA
cg15513719	1	NA	NA
cg15513957	1	NA	NA
cg15514065	NA	1	NA
cg15514654	NA	1	NA
cg15516537	1	NA	NA
cg15516684	1	NA	NA
cg15517113	NA	1	NA
cg15518264	NA	1	NA
cg15518337	1	NA	NA
cg15518400	NA	1	NA
cg15520941	1	NA	NA
cg15525002	1	NA	NA
cg15526094	NA	1	NA
cg15528091	NA	1	NA
cg15529290	1	NA	NA
cg15529766	1	NA	NA
cg15530658	1	NA	NA
cg15531099	1	NA	NA
cg15531272	NA	1	NA
cg15531814	1	NA	NA
cg15533214	1	NA	NA
cg15533646	1	NA	NA
cg15534052	NA	1	NA
cg15534507	1	NA	NA
cg15535638	1	NA	NA
cg15538177	1	NA	NA
cg15540096	1	NA	NA
cg15540507	NA	1	NA
cg15540558	1	NA	NA
cg15541008	1	NA	NA
cg15541088	NA	1	NA
cg15541890	1	NA	NA
cg15542968	NA	1	NA
cg15543173	1	NA	NA
cg15544184	1	NA	NA
cg15544633	NA	1	NA
cg15544637	1	NA	NA
cg15545021	NA	1	NA
cg15545247	1	NA	NA
cg15545827	1	NA	NA
cg15547241	1	NA	NA
cg15548284	1	NA	NA
cg15548711	1	NA	NA
cg15549821	NA	1	NA
cg15550113	NA	1	NA
cg15550136	1	NA	NA
cg15550260	1	NA	NA
cg15550654	1	NA	NA
cg15552091	NA	1	NA
cg15552626	NA	1	NA
cg15553342	NA	1	NA
cg15553710	1	NA	NA
cg15554214	1	1	NA
cg15554863	NA	1	NA
cg15554966	NA	1	NA
cg15556090	1	NA	NA
cg15556397	1	NA	NA
cg15556518	1	NA	NA
cg15556689	1	NA	NA
cg15557840	NA	1	NA
cg15558102	1	NA	NA
cg15558527	1	NA	NA
cg15558762	NA	1	NA
cg15559560	1	NA	NA
cg15559833	NA	1	NA
cg15561493	NA	1	NA
cg15562557	1	NA	NA
cg15562885	NA	1	NA
cg15562947	1	NA	NA
cg15563974	NA	1	NA
cg15564246	1	NA	NA
cg15564871	1	NA	NA
cg15565897	1	NA	NA
cg15566393	NA	1	NA
cg15566919	NA	1	NA
cg15567368	NA	1	NA
cg15567848	1	NA	NA
cg15567929	1	NA	NA
cg15568225	1	NA	NA
cg15570021	1	NA	NA
cg15570966	1	NA	NA
cg15572325	1	NA	NA
cg15572557	1	NA	NA
cg15574137	1	NA	NA
cg15574437	NA	1	NA
cg15576082	NA	1	NA
cg15577706	1	NA	NA
cg15580989	NA	1	NA
cg15581032	1	NA	NA
cg15581360	1	NA	NA
cg15582315	1	NA	NA
cg15582506	NA	1	NA
cg15582544	1	NA	NA
cg15583263	1	NA	NA
cg15583885	NA	1	NA
cg15584088	1	NA	NA
cg15584194	NA	1	NA
cg15586563	NA	1	NA
cg15586779	1	NA	NA
cg15586842	1	NA	NA
cg15587018	1	NA	NA
cg15588997	1	NA	NA
cg15589427	1	NA	NA
cg15589620	1	NA	NA
cg15590426	NA	1	NA
cg15591426	1	NA	NA
cg15591727	NA	1	NA
cg15592324	NA	1	NA
cg15592863	1	NA	NA
cg15593664	NA	1	NA
cg15594605	NA	1	NA
cg15595599	1	NA	NA
cg15596816	1	NA	NA
cg15597147	1	NA	NA
cg15597257	1	NA	NA
cg15597770	NA	1	NA
cg15598789	1	NA	NA
cg15599437	NA	1	NA
cg15599483	NA	1	NA
cg15600437	NA	1	NA
cg15600751	1	NA	NA
cg15601652	NA	1	NA
cg15601719	1	NA	NA
cg15601859	1	NA	NA
cg15603614	1	NA	NA
cg15603957	NA	1	NA
cg15604158	NA	1	NA
cg15604170	1	NA	NA
cg15604389	1	NA	NA
cg15604733	NA	1	NA
cg15605746	NA	1	NA
cg15606473	1	NA	NA
cg15607277	1	NA	NA
cg15607449	NA	1	NA
cg15609308	NA	1	NA
cg15609631	NA	1	NA
cg15609812	1	NA	NA
cg15610374	1	NA	NA
cg15611600	1	NA	NA
cg15611832	1	NA	NA
cg15611936	1	NA	NA
cg15612053	NA	1	NA
cg15613067	NA	1	NA
cg15613905	NA	1	NA
cg15614438	1	NA	NA
cg15615365	1	NA	NA
cg15615706	1	NA	NA
cg15616006	NA	1	NA
cg15616898	NA	1	NA
cg15617814	1	NA	NA
cg15617950	NA	1	NA
cg15618450	1	NA	NA
cg15620404	1	NA	NA
cg15621971	1	NA	NA
cg15623339	1	NA	NA
cg15623444	1	NA	NA
cg15624109	NA	1	NA
cg15624719	NA	1	NA
cg15625495	NA	1	NA
cg15625697	1	NA	NA
cg15625791	1	1	NA
cg15626701	1	NA	NA
cg15627180	NA	1	NA
cg15627251	1	NA	NA
cg15628308	1	NA	NA
cg15629893	1	NA	NA
cg15630162	1	NA	NA
cg15631811	1	NA	NA
cg15631964	1	NA	NA
cg15632787	NA	1	NA
cg15633388	NA	1	NA
cg15633609	1	NA	NA
cg15633618	1	NA	NA
cg15633893	1	NA	NA
cg15633912	NA	1	NA
cg15634776	1	NA	NA
cg15635302	NA	1	NA
cg15635483	NA	1	NA
cg15637420	1	NA	NA
cg15638366	NA	1	NA
cg15638768	1	NA	NA
cg15639464	NA	1	NA
cg15639718	1	NA	NA
cg15639838	1	NA	NA
cg15641340	1	NA	NA
cg15641789	1	NA	NA
cg15642329	1	NA	NA
cg15644626	1	NA	NA
cg15644764	1	NA	NA
cg15644837	1	NA	NA
cg15645254	1	NA	NA
cg15645344	1	NA	NA
cg15645685	NA	1	NA
cg15646411	1	NA	NA
cg15646463	NA	1	NA
cg15647995	1	NA	NA
cg15648444	1	NA	NA
cg15649111	1	NA	NA
cg15649208	1	NA	NA
cg15649333	1	NA	NA
cg15650058	NA	1	NA
cg15651394	NA	1	NA
cg15652204	1	NA	NA
cg15652381	1	NA	NA
cg15653715	1	NA	NA
cg15654458	NA	1	NA
cg15654594	NA	1	NA
cg15654897	NA	1	NA
cg15655154	1	NA	NA
cg15656181	1	NA	NA
cg15656347	1	NA	NA
cg15656470	1	NA	NA
cg15656901	NA	1	NA
cg15657100	NA	1	NA
cg15657154	1	NA	NA
cg15657330	1	NA	NA
cg15657641	1	NA	NA
cg15657888	NA	1	NA
cg15658793	NA	1	NA
cg15659599	1	NA	NA
cg15660229	1	NA	NA
cg15660352	1	NA	NA
cg15660573	1	NA	NA
cg15660740	NA	1	NA
cg15660807	NA	1	NA
cg15662822	1	NA	NA
cg15663348	NA	1	NA
cg15663948	NA	1	NA
cg15664905	NA	1	NA
cg15665710	1	NA	NA
cg15667219	1	NA	NA
cg15667341	NA	1	NA
cg15668074	1	NA	NA
cg15668490	NA	1	NA
cg15669528	NA	1	NA
cg15672234	1	NA	NA
cg15672543	1	NA	NA
cg15673955	NA	1	NA
cg15675643	NA	1	NA
cg15677271	1	NA	NA
cg15677586	1	NA	NA
cg15677681	NA	1	NA
cg15678169	1	NA	NA
cg15678392	NA	1	NA
cg15678678	1	NA	NA
cg15678825	NA	1	NA
cg15681466	NA	1	NA
cg15682111	1	NA	NA
cg15682806	1	NA	NA
cg15684015	1	NA	NA
cg15685223	1	NA	NA
cg15685514	NA	1	NA
cg15687746	1	NA	NA
cg15688683	NA	1	NA
cg15690623	NA	1	NA
cg15690985	1	NA	NA
cg15691140	NA	1	NA
cg15691596	1	NA	NA
cg15691976	1	NA	NA
cg15692007	1	NA	NA
cg15692279	1	NA	NA
cg15692283	1	NA	NA
cg15692837	1	NA	NA
cg15693625	1	NA	NA
cg15693780	1	NA	NA
cg15693944	1	NA	NA
cg15694580	1	NA	NA
cg15695323	1	1	NA
cg15695952	1	NA	NA
cg15697160	NA	1	NA
cg15697201	1	NA	NA
cg15697453	1	NA	NA
cg15697793	1	NA	NA
cg15699347	1	NA	NA
cg15699386	1	NA	NA
cg15700022	NA	1	NA
cg15701122	1	NA	NA
cg15701166	NA	1	NA
cg15702677	NA	1	NA
cg15703165	1	NA	NA
cg15703585	1	NA	NA
cg15704280	1	NA	NA
cg15704743	1	NA	NA
cg15705062	NA	1	NA
cg15705732	1	NA	NA
cg15705746	NA	1	NA
cg15706568	NA	1	NA
cg15706692	NA	1	NA
cg15707332	1	NA	NA
cg15708382	1	NA	NA
cg15708909	1	NA	NA
cg15708997	1	NA	NA
cg15709227	1	NA	NA
cg15711772	1	NA	NA
cg15711973	1	NA	NA
cg15712289	1	NA	NA
cg15713058	1	NA	NA
cg15713106	1	NA	NA
cg15713739	1	NA	NA
cg15715076	NA	1	NA
cg15716042	NA	1	NA
cg15716373	1	NA	NA
cg15716479	1	NA	NA
cg15716623	NA	1	NA
cg15717258	1	NA	NA
cg15717617	NA	1	NA
cg15718106	1	NA	NA
cg15718494	NA	1	NA
cg15718583	NA	1	NA
cg15719326	1	NA	NA
cg15720267	1	NA	NA
cg15720491	1	NA	NA
cg15720498	1	NA	NA
cg15721020	1	NA	NA
cg15721145	NA	1	NA
cg15721439	1	NA	NA
cg15721541	NA	1	NA
cg15722265	1	NA	NA
cg15722679	1	NA	NA
cg15724941	1	1	NA
cg15725639	NA	1	NA
cg15725733	1	NA	NA
cg15726141	1	NA	NA
cg15726387	1	NA	NA
cg15727157	1	NA	NA
cg15727390	1	NA	NA
cg15729439	NA	1	NA
cg15729687	1	NA	NA
cg15729977	1	NA	NA
cg15730546	1	1	NA
cg15730644	NA	1	NA
cg15730668	NA	1	NA
cg15731991	1	NA	NA
cg15732221	1	NA	NA
cg15732323	NA	1	NA
cg15732422	1	1	NA
cg15732657	NA	1	NA
cg15733266	NA	1	NA
cg15733632	1	NA	NA
cg15733932	NA	1	NA
cg15734094	1	NA	NA
cg15734825	1	NA	NA
cg15735078	NA	1	NA
cg15735954	NA	1	NA
cg15736062	1	NA	NA
cg15736767	1	NA	NA
cg15737290	NA	1	NA
cg15737324	1	NA	NA
cg15737365	1	NA	NA
cg15737458	1	NA	NA
cg15739206	1	NA	NA
cg15742622	1	NA	NA
cg15742751	1	NA	NA
cg15742758	NA	1	NA
cg15742777	NA	1	NA
cg15744026	1	NA	NA
cg15744124	NA	1	NA
cg15744492	NA	1	NA
cg15744668	NA	1	NA
cg15745329	1	NA	NA
cg15745973	1	NA	NA
cg15746396	1	NA	NA
cg15746583	1	NA	NA
cg15746870	NA	1	NA
cg15747133	NA	1	NA
cg15748407	1	NA	NA
cg15749141	1	NA	NA
cg15749260	1	NA	NA
cg15750500	NA	1	NA
cg15751667	NA	1	NA
cg15753593	1	NA	NA
cg15754594	NA	1	NA
cg15754755	1	NA	NA
cg15754878	NA	1	NA
cg15755092	1	NA	NA
cg15755240	NA	1	NA
cg15755475	NA	1	NA
cg15756407	1	NA	NA
cg15757342	1	NA	NA
cg15757802	1	NA	NA
cg15758403	1	1	NA
cg15760529	NA	1	NA
cg15763252	1	NA	NA
cg15763916	NA	1	NA
cg15765251	NA	1	NA
cg15765638	NA	1	NA
cg15765694	NA	1	NA
cg15765801	1	NA	NA
cg15765885	1	NA	NA
cg15765889	NA	1	NA
cg15768265	NA	1	NA
cg15768324	1	NA	NA
cg15768613	NA	1	NA
cg15768650	1	NA	NA
cg15770046	NA	1	NA
cg15770613	1	NA	NA
cg15770687	1	NA	NA
cg15770862	1	NA	NA
cg15771511	1	NA	NA
cg15771579	1	NA	NA
cg15772361	1	1	NA
cg15773148	1	NA	NA
cg15773338	1	NA	NA
cg15773794	NA	1	NA
cg15773893	NA	1	NA
cg15774028	1	NA	NA
cg15774040	1	NA	NA
cg15774437	1	NA	NA
cg15774489	1	NA	NA
cg15775217	NA	1	NA
cg15775218	NA	1	NA
cg15776028	1	NA	NA
cg15776494	NA	1	NA
cg15777014	1	NA	NA
cg15779702	1	NA	NA
cg15781156	1	NA	NA
cg15781819	1	NA	NA
cg15782228	NA	1	NA
cg15782267	1	NA	NA
cg15782468	NA	1	NA
cg15783272	NA	1	NA
cg15783768	1	NA	NA
cg15783941	NA	1	NA
cg15784521	1	NA	NA
cg15786022	1	NA	NA
cg15786664	1	NA	NA
cg15786732	1	NA	NA
cg15786918	1	NA	NA
cg15788580	1	NA	NA
cg15788639	1	NA	NA
cg15790913	1	NA	NA
cg15792688	1	NA	NA
cg15793181	1	NA	NA
cg15795515	NA	1	NA
cg15796978	NA	1	NA
cg15797175	1	NA	NA
cg15798221	1	NA	NA
cg15798516	1	NA	NA
cg15798563	NA	1	NA
cg15798862	1	NA	NA
cg15800276	NA	1	NA
cg15803050	1	NA	NA
cg15803671	1	NA	NA
cg15805490	NA	1	NA
cg15806271	1	NA	NA
cg15807288	1	NA	NA
cg15808082	1	NA	NA
cg15808568	1	NA	NA
cg15810285	NA	1	NA
cg15810474	1	NA	NA
cg15812177	1	NA	NA
cg15812494	1	NA	NA
cg15812873	1	NA	NA
cg15814092	1	NA	NA
cg15815117	1	NA	NA
cg15815767	1	NA	NA
cg15816012	1	NA	NA
cg15816742	1	NA	NA
cg15817406	1	NA	NA
cg15817923	NA	1	NA
cg15818208	1	NA	NA
cg15818604	1	NA	NA
cg15819955	1	NA	NA
cg15820138	1	NA	NA
cg15820432	NA	1	NA
cg15820610	1	NA	NA
cg15821230	1	NA	NA
cg15821496	1	NA	NA
cg15821730	1	NA	NA
cg15821816	NA	1	NA
cg15822010	1	NA	NA
cg15822015	1	NA	NA
cg15822117	1	NA	NA
cg15822157	1	NA	NA
cg15822259	1	NA	NA
cg15822622	1	NA	NA
cg15822858	1	NA	NA
cg15823160	NA	1	NA
cg15823729	1	NA	NA
cg15823956	1	NA	NA
cg15824080	1	NA	NA
cg15824611	1	NA	NA
cg15824707	1	NA	NA
cg15824873	1	NA	NA
cg15825417	1	NA	NA
cg15825516	NA	1	NA
cg15825928	1	NA	NA
cg15826006	NA	1	NA
cg15827185	NA	1	NA
cg15827388	NA	1	NA
cg15827508	NA	1	NA
cg15828613	NA	1	NA
cg15828711	NA	1	NA
cg15830449	1	NA	NA
cg15830572	1	NA	NA
cg15831346	1	NA	NA
cg15831664	NA	1	NA
cg15831820	1	NA	NA
cg15832180	1	NA	NA
cg15832822	NA	1	NA
cg15832905	1	NA	NA
cg15834841	NA	1	NA
cg15835091	1	NA	NA
cg15835500	NA	1	NA
cg15835988	1	NA	NA
cg15836599	1	NA	NA
cg15837508	1	NA	NA
cg15837943	NA	1	NA
cg15839173	1	NA	NA
cg15839482	1	NA	NA
cg15840638	NA	1	NA
cg15840758	1	NA	NA
cg15840891	NA	1	NA
cg15841665	NA	1	NA
cg15842431	1	NA	NA
cg15843278	1	NA	NA
cg15843496	1	NA	NA
cg15843977	1	NA	NA
cg15844647	1	NA	NA
cg15845214	1	NA	NA
cg15845365	NA	1	NA
cg15845653	NA	1	NA
cg15845821	NA	1	NA
cg15845998	1	NA	NA
cg15846771	1	NA	NA
cg15847775	1	NA	NA
cg15847845	NA	1	NA
cg15847936	1	NA	NA
cg15849038	1	NA	NA
cg15849831	NA	1	NA
cg15850063	1	NA	NA
cg15850287	NA	1	NA
cg15850739	1	NA	NA
cg15851278	1	NA	NA
cg15851389	NA	1	NA
cg15852312	1	NA	NA
cg15853028	NA	1	NA
cg15853350	1	NA	NA
cg15853771	NA	1	NA
cg15853814	1	NA	NA
cg15854001	NA	1	NA
cg15854022	1	NA	NA
cg15854662	1	NA	NA
cg15855401	1	NA	NA
cg15856195	1	NA	NA
cg15858165	NA	1	NA
cg15859320	1	NA	NA
cg15859350	1	NA	NA
cg15859926	NA	1	NA
cg15859995	1	NA	NA
cg15861357	1	NA	NA
cg15864074	1	NA	NA
cg15864317	1	NA	NA
cg15866089	NA	1	NA
cg15868426	1	NA	NA
cg15870894	1	NA	NA
cg15871531	1	NA	NA
cg15871544	1	NA	NA
cg15874144	1	NA	NA
cg15874657	1	NA	NA
cg15875875	1	NA	NA
cg15876198	NA	1	NA
cg15877124	1	NA	NA
cg15877769	NA	1	NA
cg15877883	NA	1	NA
cg15878909	1	NA	NA
cg15880020	1	NA	NA
cg15880245	NA	1	NA
cg15880348	NA	1	NA
cg15880498	1	NA	NA
cg15880501	1	NA	NA
cg15883417	1	NA	NA
cg15884031	NA	1	NA
cg15885043	NA	1	NA
cg15885337	1	NA	NA
cg15886017	1	NA	NA
cg15886294	1	NA	NA
cg15886596	1	NA	NA
cg15886896	1	1	NA
cg15886919	1	NA	NA
cg15888849	1	NA	NA
cg15889231	1	NA	NA
cg15889649	1	NA	NA
cg15890734	1	NA	NA
cg15891076	1	NA	NA
cg15892864	1	NA	NA
cg15893396	1	NA	NA
cg15895329	1	NA	NA
cg15896182	1	NA	NA
cg15897435	1	1	NA
cg15897496	NA	1	NA
cg15897600	1	NA	NA
cg15898026	1	NA	NA
cg15898604	1	NA	NA
cg15899043	1	NA	NA
cg15900386	NA	1	NA
cg15900540	NA	1	NA
cg15900868	1	NA	NA
cg15902329	1	NA	NA
cg15903280	1	NA	NA
cg15904420	1	NA	NA
cg15905200	1	NA	NA
cg15907146	1	NA	NA
cg15908093	1	NA	NA
cg15908853	1	NA	NA
cg15908909	1	NA	NA
cg15909393	1	1	NA
cg15909443	NA	1	NA
cg15910307	1	NA	NA
cg15912014	1	NA	NA
cg15913157	NA	1	NA
cg15914485	1	NA	NA
cg15915427	1	NA	NA
cg15915602	1	NA	NA
cg15919105	NA	1	NA
cg15919816	1	NA	NA
cg15919929	1	NA	NA
cg15920202	1	NA	NA
cg15920655	1	NA	NA
cg15920887	NA	1	NA
cg15921076	1	NA	NA
cg15921436	1	NA	NA
cg15921606	1	NA	NA
cg15923484	1	NA	NA
cg15924397	1	NA	NA
cg15924457	1	NA	NA
cg15925143	1	NA	NA
cg15926221	1	NA	NA
cg15928680	NA	1	NA
cg15929135	NA	1	NA
cg15929241	1	NA	NA
cg15929506	NA	1	NA
cg15931850	1	NA	NA
cg15932122	1	NA	NA
cg15933457	NA	1	NA
cg15933514	1	NA	NA
cg15934100	1	NA	NA
cg15934368	NA	1	NA
cg15934776	NA	1	NA
cg15935070	NA	1	NA
cg15935227	NA	1	NA
cg15935736	1	NA	NA
cg15935877	1	NA	NA
cg15936935	1	NA	NA
cg15937958	NA	1	NA
cg15939182	1	NA	NA
